dataset,epoch,train_loss,test_loss,test_mIoU,test_veg_IoU,test_F1,test_Accuracy,lr
zijinshan,1,0.4782741768146629,0.3498969918756343,0.7375495925245645,0.8020909771702113,0.8901781178991521,0.859372950311917,0.0009997532801828658
zijinshan,2,0.25863630913976415,0.34523963527892954,0.7514901874616864,0.8216328460916942,0.9020839164758191,0.8708782480723822,0.0009990133642141358
zijinshan,3,0.2539483780291543,0.3353806631778603,0.747243507071718,0.8128205222277131,0.8967468232639663,0.866378499500787,0.00099778098230154
zijinshan,4,0.23293112996798843,0.31974895053835056,0.7538881029478126,0.8189492534846992,0.900464102465504,0.8707502564387535,0.000996057350657239
zijinshan,5,0.2283118402779992,0.312925800013898,0.7573282239492074,0.8282909398591974,0.9060822014717054,0.8751907917990613,0.0009938441702975688
zijinshan,6,0.21928624586382908,0.3239397820252091,0.7516173572475509,0.8282372394623135,0.9060500700728522,0.8733998199007404,0.0009911436253643444
zijinshan,7,0.2169684465251752,0.3228337391098933,0.7562629819803537,0.8294491637602229,0.9067747606119705,0.8752913973224696,0.0009879583809693736
zijinshan,8,0.20900459409649694,0.32001813690164194,0.7612373465558243,0.8297941128971904,0.9069808532538585,0.876986375495569,0.0009842915805643154
zijinshan,9,0.20590597279925846,0.31943412080629546,0.7624382258755942,0.8307877924666699,0.907574101034754,0.8777305830770464,0.0009801468428384714
zijinshan,10,0.20257919848854863,0.3218359155441398,0.7604813577334394,0.8324126384134338,0.9085427823005691,0.877718114141208,0.0009755282581475767
zijinshan,11,0.19828871248373345,0.3250794806587162,0.7579116678799376,0.8329202317229829,0.9088450411614701,0.8771313909274429,0.0009704403844771127
zijinshan,12,0.19854502602299648,0.3160375825949569,0.7639986174317566,0.8342961580946852,0.9096635288832343,0.8795129576725746,0.0009648882429441257
zijinshan,13,0.19278979279212097,0.31723424214035717,0.7658811134823995,0.8330017154501337,0.9088935470478509,0.8796297898933069,0.0009588773128419905
zijinshan,14,0.18923624660541763,0.32775372800542346,0.7639019814980333,0.8342482425842477,0.9096350463543436,0.8794651316173041,0.0009524135262330098
zijinshan,15,0.1888612722282979,0.3262404710499208,0.763603029894274,0.8348738110817407,0.9100067874308425,0.8796084959115555,0.0009455032620941839
zijinshan,16,0.18520458242786464,0.3166373165240928,0.7664053574383176,0.8327666585794172,0.9087536099384272,0.8797135993615904,0.0009381533400219318
zijinshan,17,0.18412052028214754,0.3226081524322282,0.7660837813616501,0.8341109265494027,0.9095534130191939,0.8800959800606343,0.0009303710135019719
zijinshan,18,0.1787992155373986,0.33811751964376935,0.7622318764026169,0.8351387718994835,0.9101641627189454,0.8792927300752099,0.0009221639627510076
zijinshan,19,0.1807959880401839,0.3350192593104804,0.7648469687290542,0.835515151107598,0.9103876376105381,0.8802319427034748,0.000913540287137281
zijinshan,20,0.17430578528055504,0.32784830256184533,0.7682061162843674,0.8353621233534215,0.9102967885455946,0.8812207463961929,0.0009045084971874739
zijinshan,21,0.17524679483317618,0.34116412032006393,0.7642132367322958,0.8366112674440783,0.9110379341278344,0.8804568390348064,0.0008950775061878452
zijinshan,22,0.17313916714333777,0.34280608839063503,0.7649683469130927,0.837065351825084,0.9113071029220359,0.880858691770639,0.0008852566213878947
zijinshan,23,0.17233614490103366,0.33264312726348194,0.7682734783047913,0.8378815646869479,0.9117905971592537,0.8821713461804745,0.0008750555348152298
zijinshan,24,0.17173597995025008,0.3505976998539113,0.7608720824156598,0.8361624370173695,0.910771748904326,0.8792865810109608,0.0008644843137107057
zijinshan,25,0.17136390017929362,0.33800884792164193,0.7674854176203951,0.8369877123068192,0.911261089771539,0.8815948714071246,0.0008535533905932737
zijinshan,26,0.17181016549245634,0.34674514941315154,0.7637572574071351,0.8359895885489612,0.9106692039682746,0.8800804935284515,0.0008422735529643444
zijinshan,27,0.16780003972017943,0.3473415336946943,0.7578457414754396,0.8346015124767933,0.9098450064505226,0.877775790086433,0.0008306559326618259
zijinshan,28,0.17093971571815547,0.3440042316023983,0.7602212475271214,0.8350784700127476,0.910128349995787,0.8786667781089669,0.0008187119948743449
zijinshan,29,0.16754363710755732,0.3691621413871424,0.7611158612308631,0.8344144773364616,0.9097338552931801,0.8786765141273613,0.0008064535268264883
zijinshan,30,0.16819111780444188,0.3678217292276781,0.7630982506243115,0.834372357837243,0.9097088214096102,0.8792640913778277,0.0007938926261462367
zijinshan,31,0.16667261297133432,0.35434075055727315,0.7625406234017709,0.8346603164949721,0.9098799477927875,0.8792029423500175,0.0007810416889260654
zijinshan,32,0.1658738960525883,0.3640525163109623,0.7602619601758105,0.833902423228,0.909429436011302,0.8782208570793494,0.0007679133974894983
zijinshan,33,0.16392851898919292,0.36837550864290836,0.7632082550408692,0.8334997379587318,0.9091899177326113,0.8789704166241546,0.0007545207078751857
zijinshan,34,0.16461748596447617,0.3739807149812357,0.7614478590382381,0.8335147769319766,0.9091988648454727,0.8784329997959421,0.0007408768370508577
zijinshan,35,0.16332088032765174,0.36736101912918373,0.7594196006511784,0.8336689005069954,0.9092905488842532,0.8778763956098414,0.0007269952498697734
zijinshan,36,0.16415989309994142,0.36535009675061525,0.7592708492936624,0.8336636018093178,0.9092873970849646,0.8778295943986124,0.0007128896457825364
zijinshan,37,0.16290805210818105,0.3758974288826558,0.7564592158719672,0.8327479454304855,0.9087424678409722,0.8766295020260028,0.0006985739453173903
zijinshan,38,0.16208572952605005,0.36115484873750314,0.7593798748683531,0.8333185217415668,0.9090820955105534,0.8777285333889634,0.0006840622763423391
zijinshan,39,0.16449957040708457,0.37079314509434486,0.7568963029786109,0.8324827737125811,0.9085845560512246,0.8766555786132812,0.0006693689601226458
zijinshan,40,0.16197639103256053,0.37729866735970796,0.7597706153134522,0.8329785404067331,0.9088797517748324,0.8777160075173449,0.0006545084971874737
zijinshan,41,0.1605537304682518,0.37376513321008253,0.7577225418128402,0.8328669300073033,0.908813309217145,0.8770537874591884,0.0006394955530196147
zijinshan,42,0.16041334551661762,0.37358835384027284,0.7579085230208862,0.8329487311689707,0.908862006890672,0.8771415824320778,0.0006243449435824273
zijinshan,43,0.15930882418778405,0.3780965188990778,0.7622128745592014,0.8333724636849755,0.9091141927701301,0.8786144541270697,0.0006090716206982714
